   Contents:
 Col  1 = Platform identifier (ARGOS #)
 Col  2 = Observation year/month/day hour:minute (UTC)
 Col  3 = Latitude of observation (+ve North)
 Col  4 = Longitude of observation (+/- 180 deg +ve West of Greenwich)
 Col  5 = SSTP - Sea surface temperature (deg. C)
 Col  6 = EWCT - East component of current (+ve East)
 Col  7 = NSCT - North component of current (+ve North)
 Col  8 = ELA$ - The error in latitude (degrees)
 Col  9 = ELO$ - The error in longitude (degrees)
 Col 10 = EXP$ - The originator's experiment number
 Col 11 = WMO$ - WMO platform identifier number
 Col 12 = Drogue on/off - 1 = attached; 0 = not
 Note: Missing value indicated by 999.9999
 DATA                  
 12151  ,2003/12/12 12:00,    60.011,     5.473,  999.9999,    0.3273,    0.2421,    0.0000,    0.0000, 9046,44504,1
 12151  ,2003/12/12 18:00,    60.041,     5.374,  999.9999,    0.3165,    0.1485,    0.0001,    0.0002, 9046,44504,1
 12151  ,2003/12/13 00:00,    60.068,     5.227,  999.9999,    0.3285,    0.1413,    0.0000,    0.0000, 9046,44504,1
 12151  ,2003/12/13 06:00,    60.096,     5.119,  999.9999,    0.3416,    0.0851,    0.0000,    0.0001, 9046,44504,1
 12151  ,2003/12/13 12:00,    60.101,     4.962,  999.9999,    0.3306,    0.0462,    0.0000,    0.0000, 9046,44504,1
 12151  ,2003/12/13 18:00,    60.114,     4.862,  999.9999,    0.1881,    0.1221,    0.0002,    0.0004, 9046,44504,1
 12151  ,2003/12/14 00:00,    60.148,     4.815,  999.9999,    0.0481,    0.1744,    0.0003,    0.0007, 9046,44504,1
 12151  ,2003/12/14 06:00,    60.181,     4.825,  999.9999,    0.1133,    0.1099,    0.0000,    0.0000, 9046,44504,1
 12151  ,2003/12/14 12:00,    60.191,     4.727,  999.9999,    0.0428,    0.0058,    0.0000,    0.0000, 9046,44504,1
 12151  ,2003/12/14 18:00,    60.183,     4.792,  999.9999,   -0.0385,   -0.0374,    0.0001,    0.0002, 9046,44504,1
 12151  ,2003/12/15 00:00,    60.177,     4.757,  999.9999,    0.0772,    0.0619,    0.0000,    0.0001, 9046,44504,1
 12151  ,2003/12/15 06:00,    60.207,     4.732,  999.9999,    0.0485,    0.1116,    0.0000,    0.0000, 9046,44504,1
 12151  ,2003/12/15 12:00,    60.220,     4.719,  999.9999,    0.1150,    0.0946,    0.0001,    0.0001, 9046,44504,1
 12151  ,2003/12/15 18:00,    60.244,     4.642,  999.9999,    0.2341,    0.0856,    0.0001,    0.0002, 9046,44504,1
 12151  ,2003/12/16 00:00,    60.253,     4.537,  999.9999,    0.2092,    0.0193,    0.0000,    0.0000, 9046,44504,1
 12151  ,2003/12/16 06:00,    60.251,     4.479,  999.9999,    0.1654,    0.0069,    0.0000,    0.0001, 9046,44504,1
 12151  ,2003/12/16 12:00,    60.255,     4.408,  999.9999,    0.2086,    0.0576,    0.0000,    0.0000, 9046,44504,1
 12151  ,2003/12/16 18:00,    60.274,     4.316,  999.9999,    0.1845,    0.0401,    0.0001,    0.0002, 9046,44504,1
 12151  ,2003/12/17 00:00,    60.271,     4.264,  999.9999,    0.1882,    0.0374,    0.0001,    0.0001, 9046,44504,1
