   Contents:
 Col  1 = Platform identifier (ARGOS #)
 Col  2 = Observation year/month/day hour:minute (UTC)
 Col  3 = Latitude of observation (+ve North)
 Col  4 = Longitude of observation (+/- 180 deg +ve West of Greenwich)
 Col  5 = SSTP - Sea surface temperature (deg. C)
 Col  6 = EWCT - East component of current (+ve East)
 Col  7 = NSCT - North component of current (+ve North)
 Col  8 = ELA$ - The error in latitude (degrees)
 Col  9 = ELO$ - The error in longitude (degrees)
 Col 10 = EXP$ - The originator's experiment number
 Col 11 = WMO$ - WMO platform identifier number
 Col 12 = Drogue on/off - 1 = attached; 0 = not
 Note: Missing value indicated by 999.9999
 DATA                  
 0833191,1991/11/27 12:00,    64.030,    14.483,    6.1850,  999.9999,  999.9999,    0.0000,    0.0001,  466,    0,1
 0833191,1991/11/27 18:00,    64.066,    14.312,    6.2330,    0.2266,    0.1091,    0.0003,    0.0005,  466,    0,1
 0833191,1991/11/28 00:00,    64.073,    14.282,    6.2830,    0.0453,    0.0285,    0.0012,    0.0016,  466,    0,1
 0833191,1991/11/28 06:00,    64.077,    14.272,    6.3390,    0.0028,    0.0268,    0.0008,    0.0011,  466,    0,1
 0833191,1991/11/28 12:00,    64.083,    14.280,    6.3770,    0.0205,    0.0410,    0.0000,    0.0000,  466,    0,1
 0833191,1991/11/28 18:00,    64.092,    14.253,    6.4480,   -0.0089,   -0.0353,    0.0004,    0.0005,  466,    0,1
 0833191,1991/11/29 00:00,    64.069,    14.288,    6.5570,   -0.0791,   -0.1377,    0.0011,    0.0015,  466,    0,1
 0833191,1991/11/29 06:00,    64.039,    14.323,    6.6900,   -0.0596,   -0.1925,    0.0005,    0.0006,  466,    0,1
 0833191,1991/11/29 12:00,    63.995,    14.340,    6.7580,    0.0568,   -0.1689,    0.0000,    0.0000,  466,    0,1
 0833191,1991/11/29 18:00,    63.974,    14.273,    6.7280,    0.1608,   -0.1022,    0.0008,    0.0010,  466,    0,1
 0833191,1991/11/30 00:00,    63.955,    14.198,    6.6960,    0.1705,   -0.0849,    0.0013,    0.0017,  466,    0,1
 0833191,1991/11/30 06:00,    63.941,    14.123,    6.6710,    0.1674,   -0.0384,    0.0005,    0.0006,  466,    0,1
 0833191,1991/11/30 12:00,    63.940,    14.051,    6.6360,    0.0756,    0.1347,    0.0000,    0.0000,  466,    0,1
 0833191,1991/11/30 18:00,    63.993,    14.056,    6.5970,    0.0118,    0.2514,    0.0002,    0.0003,  466,    0,1
 0833191,1991/12/01 00:00,    64.038,    14.041,    6.5940,    0.0403,    0.2183,    0.0011,    0.0015,  466,    0,1
 0833191,1991/12/01 06:00,    64.077,    14.021,    6.6150,    0.0850,    0.1517,    0.0007,    0.0009,  466,    0,1
 0833191,1991/12/01 12:00,    64.096,    13.965,    6.6320,    0.1573,    0.0528,    0.0000,    0.0000,  466,    0,1
 0833191,1991/12/01 18:00,    64.098,    13.881,    6.6770,    0.3032,    0.0486,    0.0003,    0.0004,  466,    0,1
 0833191,1991/12/02 00:00,    64.115,    13.697,    6.7580,    0.4334,    0.0848,    0.0012,    0.0016,  466,    0,1
 0833191,1991/12/02 06:00,    64.130,    13.497,    6.8440,    0.4697,    0.0316,    0.0009,    0.0011,  466,    0,1
 0833191,1991/12/02 12:00,    64.127,    13.280,    6.8210,    0.3405,   -0.0811,    0.0000,    0.0000,  466,    0,1
 0833191,1991/12/02 18:00,    64.098,    13.195,    6.7370,    0.1713,    0.0035,    0.0004,    0.0005,  466,    0,1
 0833191,1991/12/03 00:00,    64.128,    13.128,    6.7910,    0.1418,    0.1648,    0.0012,    0.0015,  466,    0,1
 0833191,1991/12/03 06:00,    64.162,    13.069,    6.8740,    0.1610,    0.1254,    0.0007,    0.0009,  466,    0,1
 0833191,1991/12/03 12:00,    64.176,    12.985,    6.8600,    0.1145,    0.0188,    0.0000,    0.0000,  466,    0,1
 0833191,1991/12/03 18:00,    64.169,    12.968,    6.8720,    0.1544,    0.1138,    0.0002,    0.0003,  466,    0,1
 0833191,1991/12/04 00:00,    64.220,    12.848,    6.8670,    0.2991,    0.2787,    0.0011,    0.0014,  466,    0,1
 0833191,1991/12/04 06:00,    64.277,    12.701,    6.9540,    0.3914,    0.2439,    0.0006,    0.0008,  466,    0,1
 0833191,1991/12/04 12:00,    64.314,    12.498,    7.0080,    0.3763,    0.1732,    0.0001,    0.0001,  466,    0,1
 0833191,1991/12/04 18:00,    64.344,    12.364,    6.8500,    0.3429,    0.2461,    0.0003,    0.0004,  466,    0,1
 0833191,1991/12/05 00:00,    64.409,    12.191,    6.7180,    0.3998,    0.3361,    0.0011,    0.0014,  466,    0,1
 0833191,1991/12/05 06:00,    64.474,    12.005,    6.7830,    0.4826,    0.2553,    0.0006,    0.0008,  466,    0,1
